Number,Level,Vocabulary,Wordclass,Guide
1,3급,가꾸다,동사,정원을 가꾸다
2,3급,가난,명사,가난을 겪다
3,3급,가능,명사,주차 가능
4,3급,가득하다,형용사,물이 가득하다
5,3급,가득히,부사,가득히 넣다
6,3급,가렵다,형용사,몸이 가렵다
7,3급,가로01/가로02,명사/부사,가로와 세로
8,3급,가루,명사,가루로 만들다
9,3급,가리다02,동사,얼굴을 가리다
10,3급,가스,명사,가스 요금
11,3급,가스레인지,명사,가스레인지를 켜다
12,3급,가습기,명사,가습기를 켜다
13,3급,가입,명사,회원 가입
14,3급,가입자,명사,신규 가입자
15,3급,가전제품,명사,가전제품을 구매하다
16,3급,가정01,명사,가정을 이루다
17,3급,가죽,명사,가죽 잠바
18,3급,각01,관형사,각 개인
19,3급,각자01/각자02,명사/부사,각자가 맡다
20,3급,간01,명사,간을 보다
21,3급,간판,명사,간판을 걸다
22,3급,간호,명사,간호를 받다
23,3급,갈다01,동사,전구를 갈다
24,3급,갈증,명사,갈증이 나다
25,3급,-감,접사,책임감
26,3급,감각,명사,감각이 없다
27,3급,감다03,동사,붕대를 감다
28,3급,감독,명사,감독을 강화하다
29,3급,감동,명사,감동을 받다
30,3급,감동적01/감동적02,관형사/명사,감동적 이야기
31,3급,감상03,명사,음악 감상
32,3급,감정01,명사,감정이 풍부하다
33,3급,강물,명사,강물이 흐르다
34,3급,강사02,명사,시간 강사
35,3급,개나리,명사,개나리가 피다
36,3급,개다01,동사,날씨가 개다
37,3급,개인,명사,개인의 자유
38,3급,개인적01/개인적02,관형사/명사,개인적 감정
39,3급,걔,줄어든꼴,그 아이
40,3급,거꾸로,부사,거꾸로 뒤집히다
41,3급,거스름돈,명사,거스름돈을 받다
42,3급,거품,명사,거품이 나다
43,3급,건널목,명사,건널목을 건너다
44,3급,건조02,명사,건조 기후
45,3급,걸레,명사,걸레로 닦다
46,3급,검다,형용사,색깔이 검다
47,3급,검색,명사,인터넷 검색
48,3급,검토,명사,서류 검토
49,3급,겁,명사,겁이 많다
50,3급,겉옷,명사,겉옷을 벗다
51,3급,게시,명사,안내문 게시
52,3급,게시판,명사,게시판에 붙이다
53,3급,겨우,부사,겨우 몇 개
54,3급,결국02/결국01,명사/부사,결국 해내다
55,3급,결제,명사,카드 결제
56,3급,경기장,명사,실내 경기장
57,3급,경복궁,명사,경복궁에 가다
58,3급,경비01,명사,여행 경비
59,3급,경비실,명사,아파트 경비실
60,3급,경우,명사,그런 경우
61,3급,경제,명사,경제 개발
62,3급,경제적01/경제적02,관형사/명사,경제적 능력
63,3급,경찰관,명사,교통 경찰관
64,3급,곁01,명사,곁에 있다
65,3급,계곡,명사,계곡에서 놀다
66,3급,계약,명사,계약을 맺다
67,3급,계약금,명사,계약금을 받다
68,3급,계좌,명사,계좌 번호
69,3급,고객,명사,고객을 맞다
70,3급,고구마,명사,고구마를 먹다
71,3급,고궁,명사,고궁을 산책하다
72,3급,고백,명사,사랑 고백
73,3급,고생,명사,고생이 심하다
74,3급,고속,명사,고속 도로
75,3급,고추,명사,고추를 따다
76,3급,고춧가루,명사,고춧가루를 뿌리다
77,3급,곤란,명사,곤란한 질문
78,3급,곧이어,부사,곧이어 시작하다
79,3급,곧장,부사,곧장 가다
80,3급,골고루,부사,골고루 먹다
81,3급,골목,명사,좁은 골목
82,3급,골목길,명사,골목길을 걷다
83,3급,골프,명사,골프 선수
84,3급,곰,명사,동물
85,3급,곱다01,형용사,고운 얼굴
86,3급,곱하다,동사,수를 곱하다
87,3급,곳곳,명사,전국 곳곳
88,3급,공03,명사,숫자
89,3급,공간,명사,공간을 차지하다
90,3급,공공,명사,공공 기관
91,3급,공공장소,명사,공공장소를 이용하다
92,3급,공과금,명사,공과금을 내다
93,3급,공기02,명사,공기가 맑다
94,3급,공동,명사,공동 개최
95,3급,공사01,명사,신축 공사
96,3급,공식,명사,공식 발표
97,3급,공연,명사,공연을 보다
98,3급,공연장,명사,공연장에 몰려들다
99,3급,공주,명사,공주와 왕자
100,3급,공중전화,명사,공중전화 박스
101,3급,공통,명사,공통 화제
102,3급,공통점,명사,공통점을 찾다
103,3급,공포02,명사,공포를 느끼다
104,3급,과02,명사,과를 옮기다
105,3급,과로,명사,과로로 쓰러지다
106,3급,과목,명사,시험 과목
107,3급,과식,명사,과식 습관
108,3급,과장02,명사,과장이 심하다
109,3급,과장03,명사,과장으로 승진하다
110,3급,과정01,명사,과정을 겪다
111,3급,과학,명사,과학 기술
112,3급,과학자,명사,과학자가 되다
113,3급,관객,명사,관객이 모여들다
114,3급,관계없다,형용사,관계없는 일
115,3급,관계없이,부사,시간에 관계없이
116,3급,관계있다,형용사,주제와 관련 있다
117,3급,관람,명사,연극 관람
118,3급,관람객,명사,영화 관람객
119,3급,관련,명사,관련이 있다
120,3급,관리02,명사,학생 관리
121,3급,관찰,명사,식물 관찰
122,3급,광경,명사,광경을 보다
123,3급,굉장히,부사,굉장히 좋아하다
124,3급,교시01,명사,1교시
125,3급,교외01,명사,교외로 나가다
126,3급,교통수단,명사,교통수단을 이용하다
127,3급,교통편,명사,교통편을 예약하다
128,3급,교포,명사,재일 교포
129,3급,구05,명사,행정 구역
130,3급,구경거리,명사,구경거리가 많다
131,3급,구멍,명사,구멍을 뚫다
132,3급,구수하다,형용사,맛이 구수하다
133,3급,구역,명사,금연 구역
134,3급,구입,명사,물품 구입
135,3급,구조02,명사,구조를 바꾸다
136,3급,구체적01/구체적02,관형사/명사,구체적 성과
137,3급,구하다01,동사,일자리를 구하다
138,3급,국가01,명사,민주 국가
139,3급,국기,명사,국기를 달다
140,3급,국내선,명사,국내선으로 갈아타다
141,3급,국립,명사,국립 미술관
142,3급,국물,명사,국물을 마시다
143,3급,국민,명사,국민 소득
144,3급,국어,명사,국어를 가르치다
145,3급,군대,명사,군대에 가다
146,3급,굶다,동사,밥을 굶다
147,3급,굽,명사,구두 굽
148,3급,권하다,동사,입원을 권하다
149,3급,귀하01/귀하02,명사/대명사,김철수 귀하
150,3급,규칙적01/규칙적02,관형사/명사,규칙적 생활
151,3급,그녀,대명사,
152,3급,그래도,줄어든말,그리하여도
153,3급,그램,의존명사,고기 백 그램
154,3급,그러다,동사,
155,3급,그룹,명사,스터디 그룹
156,3급,그만하다01,동사,일을 그만하다
157,3급,그저,부사,그저 웃기만 하다
158,3급,그제01,명사,그저께
,3급,그제02,부사,
159,3급,그중,명사,그중에서 제일
160,3급,근데,부사,
161,3급,근무,명사,근무를 마치다
162,3급,근육,명사,근육 운동
163,3급,금02,명사,요일
164,3급,금03,명사,금 목걸이
165,3급,금액,명사,금액을 지불하다
166,3급,금연,명사,금연 좌석
167,3급,긋다01,동사,선을 긋다
168,3급,긍정적01/긍정적02,관형사/명사,긍정적 태도
169,3급,-기07,접사,세탁기
170,3급,기계,명사,기계가 작동하다
171,3급,기관,명사,공공 기관
172,3급,기구01,명사,운동 기구
173,3급,기념,명사,결혼 기념
174,3급,기념품,명사,기념품을 사다
175,3급,기능02,명사,기능이 다양하다
176,3급,기다,동사,아기가 기다
177,3급,기대,명사,기대를 받다
178,3급,기대다01,동사,벽에 기대다
179,3급,기도02,명사,기도를 드리다
180,3급,기말시험,명사,기말시험을 보다
181,3급,기사01,명사,버스 기사
182,3급,기사02,명사,신문 기사
183,3급,기술자,명사,기술자를 양성하다
184,3급,기억력,명사,기억력이 좋다
185,3급,기업,명사,기업을 운영하다
186,3급,기준,명사,기준을 세우다
187,3급,기초,명사,기초를 다지다
188,3급,기타01,명사,기타 등등
189,3급,긴급,명사,긴급 구조
190,3급,긴팔,명사,긴팔을 입다
191,3급,길다01,동사,머리가 길다
192,3급,김01,명사,김이 나다
193,3급,까다01,동사,껍데기를 까다
194,3급,깔끔하다,형용사,방이 깔끔하다
195,3급,깜빡,부사,깜빡 켜지다
196,3급,깨지다,동사,유리가 깨지다
197,3급,꺼지다01,동사,불이 꺼지다
198,3급,껍질,명사,과일 껍질
199,3급,꼬리,명사,꼬리를 흔들다
200,3급,꼼짝,부사,꼼짝 못하다
201,3급,꽂다,동사,열쇠를 꽂다
202,3급,꽃무늬,명사,꽃무늬 커튼
203,3급,꽉,부사,꽉 누르다
204,3급,꽤,부사,꽤 멀다
205,3급,꾸준히,부사,꾸준히 노력하다
206,3급,꿀,명사,꿀을 넣다
207,3급,끈,명사,끈을 묶다
208,3급,끊기다,동사,도로가 끊기다
209,3급,끊어지다,동사,줄이 끊어지다
210,3급,끌다,동사,신발을 끌다
211,3급,끝내,부사,끝내 모르다
212,3급,끼01,명사,끼를 거르다
213,3급,끼다02,동사,구름이 끼다
214,3급,나르다,동사,이삿짐을 나르다
215,3급,나물01,명사,나물을 다듬다
216,3급,나뭇잎,명사,나뭇잎을 따다
217,3급,나빠지다,동사,건강이 나빠지다
218,3급,나아지다,동사,건강이 나아지다
219,3급,나이프,명사,나이프로 썰다
220,3급,나타내다,동사,모습을 나타내다
221,3급,낙엽,명사,낙엽을 태우다
222,3급,난로,명사,난로를 피우다
223,3급,난방,명사,난방과 냉방
224,3급,날아가다,동사,새가 날아가다
225,3급,낡다,형용사,옷이 낡다
226,3급,남02,명사,남자
227,3급,남03,명사,남쪽
228,3급,남미,명사,남미 대륙
229,3급,남부,명사,남부 지방
230,3급,낯설다,형용사,얼굴이 낯설다
231,3급,낳다01,동사,아기를 낳다
232,3급,내05,명사,기간 내
233,3급,내내,부사,일 년 내내
234,3급,내달,명사,내달 초
235,3급,내려놓다,동사,책을 내려놓다
236,3급,내보내다,동사,밖으로 내보내다
237,3급,내성적01/내성적02,관형사/명사,내성적 성격
238,3급,내주다,동사,거스름돈을 내주다
239,3급,내후년,명사,내후년이 지나다
240,3급,낼모레02/낼모레01,부사/명사,내일 모레
241,3급,냉동,명사,냉동 창고
242,3급,냉방,명사,냉방과 난방
243,3급,냉정하다01,형용사,성격이 냉정하다
244,3급,널다,동사,빨래를 널다
245,3급,널리,부사,널리 알려지다
246,3급,넓이,명사,넓이를 재다
247,3급,넘어가다,동사,나무가 넘어가다
248,3급,넘어서다,동사,산을 넘어서다
249,3급,년대,의존명사,이천 년대
250,3급,노랑,명사,색
251,3급,노선,명사,지하철 노선
252,3급,노선도,명사,버스 노선도
253,3급,노약자,명사,노약자를 보호하다
254,3급,노트북,명사,노트북 컴퓨터
255,3급,녹다,동사,얼음이 녹다
256,3급,녹음02,명사,녹음을 듣다
257,3급,녹음기,명사,녹음기로 녹음하다
258,3급,놀이공원,명사,놀이공원에 가다
259,3급,놀이터,명사,놀이터에서 놀다
260,3급,농부,명사,농부가 씨를 뿌리다
261,3급,농사01,명사,농사를 짓다
262,3급,높아지다,동사,파도가 높아지다
263,3급,높이다,동사,건물을 높이다
264,3급,높임말,명사,높임말을 쓰다
265,3급,놓이다,동사,마음이 놓이다
266,3급,놓치다,동사,손을 놓치다
267,3급,눈가,명사,눈가에 바르다
268,3급,눈병,명사,눈병에 걸리다
269,3급,눈부시다,형용사,조명이 눈부시다
270,3급,눈사람,명사,눈사람을 만들다
271,3급,눈싸움02,명사,눈싸움 놀이
272,3급,늘리다,동사,규모를 늘리다
273,3급,늘어나다,동사,사람이 늘어나다
274,3급,늦잠,명사,늦잠을 자다
275,3급,-님,접사,선생님
276,3급,다리미,명사,다리미로 옷을 다리다
277,3급,다림질,명사,바지를 다림질하다
278,3급,다방,명사,다방 커피
279,3급,다운로드,명사,다운로드를 받다
280,3급,다정,명사,다정한 연인
281,3급,다지다02,동사,마늘을 다지다
282,3급,다행,명사,다행으로 생각하다
283,3급,다행히,부사,다행히 찾다
284,3급,단단하다,형용사,뼈가 단단하다
285,3급,단맛,명사,단맛을 느끼다
286,3급,단발머리,명사,단발머리로 자르다
287,3급,단위,명사,화폐 단위
288,3급,단점,명사,단점을 극복하다
289,3급,단정하다01,형용사,옷차림이 단정하다
290,3급,단지03,명사,단지를 조성하다
291,3급,단체,명사,단체에 가입하다
292,3급,닫히다,동사,창문이 닫히다
293,3급,달다02,동사,단추를 달다
294,3급,달다04,동사,달라고 하다
295,3급,달라지다,동사,장소가 달라지다
296,3급,달러02/달러01,의존명사/명사,일 달러
297,3급,달콤하다,형용사,케이크가 달콤하다
298,3급,담그다,동사,발을 담그다
299,3급,담기다01,동사,그릇에 담기다
300,3급,담다,동사,쌀을 담다
301,3급,닷새,명사,닷새가 걸리다
302,3급,당근,명사,당근 주스
303,3급,당신,대명사,
304,3급,당연하다,형용사,당연한 결과
305,3급,당연히,부사,당연히 다르다
306,3급,당장,명사,지금 당장
307,3급,당황,명사,당황을 감추지 못하다
308,3급,닿다,동사,손에 닿다
309,3급,대01/대02,명사/의존명사,대가 굵다
310,3급,대다01,동사,열차 시간에 대다
311,3급,대단하다,형용사,추위가 대단하다
312,3급,대도시,명사,대도시에 살다
313,3급,대문,명사,대문을 열다
314,3급,대변,명사,대변이 마렵다
315,3급,대상02,명사,연구 대상
316,3급,대신,명사,나 대신 너
317,3급,대여섯02/대여섯01,수사/관형사,숫자
318,3급,대중02,명사,대중과 소통하다
319,3급,대중가요,명사,대중가요를 부르다
320,3급,대중교통,명사,대중교통을 타다
321,3급,대청소,명사,집안 대청소
322,3급,대체로,부사,대략
323,3급,대통령,명사,대통령을 선출하다
324,3급,대표,명사,대표 작품
325,3급,대표적01/대표적02,관형사/명사,대표적 작품
326,3급,대하다,동사,얼굴을 대하다
327,3급,대한민국,명사,나라
328,3급,대형01,명사,대형 냉장고
329,3급,더러워지다,동사,옷이 더러워지다
330,3급,더하다02,동사,숫자를 더하다
331,3급,덜,부사,덜 익다
332,3급,덜다,동사,밥을 덜다
333,3급,덮다,동사,이불을 덮다
334,3급,데,의존명사,장소가 달라지다
335,3급,데다,동사,불에 데다
336,3급,데리다,동사,데리고 가다
337,3급,데치다,동사,채소를 데치다
338,3급,도05,명사,행정 구역
339,3급,도구,명사,청소 도구
340,3급,도둑,명사,도둑을 잡다
341,3급,도망가다,동사,도둑이 도망가다
342,3급,도서02,명사,도서 대출
343,3급,도시락,명사,도시락을 싸다
344,3급,도심,명사,도심에 위치하다
345,3급,도자기,명사,도자기를 빚다
346,3급,도장03,명사,도장을 찍다
347,3급,도중,명사,도중에 끼어들다
348,3급,독감,명사,독감에 걸리다
349,3급,독일어,명사,독일어를 가르치다
350,3급,돌01/돌02,명사/의존명사,돌잔치
351,3급,돌려받다00,동사,책을 돌려받다
352,3급,돌보다,동사,아이를 돌보다
353,3급,돌아다니다,동사,거리를 돌아다니다
354,3급,동02,명사,동쪽
355,3급,동03,명사,행정 구역
356,3급,동그라미,명사,동그라미를 그리다
357,3급,동그랗다,형용사,얼굴이 동그랗다
358,3급,동료,명사,직장 동료
359,3급,동부,명사,동부 유럽
360,3급,동아리,명사,동아리에 가입하다
361,3급,동양,명사,동양 사상
362,3급,동작,명사,동작이 느리다
363,3급,동창,명사,동창 모임
364,3급,동창회,명사,동창회를 열다
365,3급,동호회,명사,동호회에 가입하다
366,3급,되돌아오다,동사,편지가 되돌아오다
367,3급,되찾다,동사,안정을 되찾다
368,3급,두께,명사,두께가 얇다
369,3급,두통약,명사,두통약을 복용하다
370,3급,둥글다01,형용사,지구가 둥글다
371,3급,드라이,명사,드라이가 잘 되다
372,3급,드라이브,명사,드라이브를 나가다
373,3급,드라이어,명사,드라이어로 말리다
374,3급,드레스,명사,드레스를 입다
375,3급,듣기,명사,듣기 평가
376,3급,들려주다,동사,노래를 들려주다
377,3급,들어서다,동사,집에 들어서다
378,3급,들어주다,동사,부탁을 들어주다
379,3급,등02/등00,의존명사/명사,일 등
380,3급,등03,의존명사,"딸기, 사과 등의 과일"
381,3급,등록,명사,등록 기간
382,3급,등록금,명사,등록금을 내다
383,3급,등록증,명사,등록증을 발급받다
384,3급,등산복,명사,등산복을 입다
385,3급,디지털,명사,디지털 방송
386,3급,따다,동사,사과를 따다
387,3급,따라가다,동사,앞사람을 따라가다
388,3급,따라서,부사,
389,3급,따라오다,동사,뒤를 따라오다
390,3급,따로따로,부사,따로따로 움직이다
391,3급,따르다01,동사,뒤를 따르다
392,3급,따르릉,부사,따르릉 울리다
393,3급,딱03,부사,딱 알맞다
394,3급,딱딱하다,형용사,딱딱한 껍질
395,3급,땅속,명사,땅속에 묻다
396,3급,때때로,부사,때때로 변하다
397,3급,떠나가다,동사,고향을 떠나가다
398,3급,떠오르다,동사,하늘에 떠오르다
399,3급,떠올리다,동사,추억을 떠올리다
400,3급,떨다01,동사,무서움에 떨다
401,3급,떨리다01,동사,온몸이 떨리다
402,3급,떨어뜨리다,동사,바닥에 떨어뜨리다
403,3급,또한,부사,나 또한
404,3급,똑똑히,부사,똑똑히 기억하다
405,3급,뚫다,동사,구멍을 뚫다
406,3급,뛰다01,동사,빨리 뛰다
407,3급,뛰어나다,형용사,솜씨가 뛰어나다
408,3급,뛰어내리다,동사,아래로 뛰어내리다
409,3급,뛰어넘다,동사,담을 뛰어넘다
410,3급,뜨다01,동사,달이 뜨다
411,3급,띠02,명사,돼지띠
412,3급,레몬,명사,레몬 차
413,3급,렌터카,명사,렌터카를 빌리다
414,3급,로그인,명사,자동 로그인
415,3급,로봇,명사,로봇 장난감
416,3급,-률02,접사,출생률
417,3급,리듬,명사,리듬에 맞추다
418,3급,리본,명사,리본으로 묶다
419,3급,마늘00,명사,마늘을 까다
420,3급,마라톤,명사,마라톤을 완주하다
421,3급,마사지,명사,마사지를 받다
422,3급,마우스,명사,마우스 클릭
423,3급,마음대로,부사,마음대로 되다
424,3급,마음씨,명사,마음씨가 곱다
425,3급,마이크,명사,마이크를 잡다
426,3급,마침,부사,
427,3급,막01,부사,막 잠들다
428,3급,막02,부사,막 쓰다
429,3급,막내,명사,막내 동생
430,3급,막다,동사,귀를 막다
431,3급,막대기,명사,나무 막대기
432,3급,막차,명사,막차를 놓치다
433,3급,만05/만00,관형사/명사,만 3주
434,3급,만남,명사,만남과 헤어짐
435,3급,만족,명사,만족을 느끼다
436,3급,만족스럽다,형용사,만족스러운 결과
437,3급,많아지다,동사,인구가 많아지다
438,3급,말다01,동사,김밥을 말다
439,3급,말리다03,동사,빨래를 말리다
440,3급,말하기,명사,말하기 평가
441,3급,맞다02,동사,손님을 맞다
442,3급,맞다03,동사,매를 맞다
443,3급,맞은편,명사,맞은편에 앉다
444,3급,맞이하다,동사,새해를 맞이하다
445,3급,맡기다,동사,수리를 맡기다
446,3급,맡다01,동사,임무를 맡다
447,3급,맡다02,동사,냄새를 맡다
448,3급,매01,명사,매를 맞다
449,3급,매달다,동사,문에 매달다
450,3급,매운맛,명사,매운맛이 나다
451,3급,매운탕,명사,매운탕을 끓이다
452,3급,매장03,명사,의류 매장
453,3급,매점,명사,학교 매점학용품
454,3급,매진01,명사,영화표의 매진
455,3급,맨발,명사,맨발로 걷다
456,3급,먼지,명사,먼지를 닦다
457,3급,멀미,명사,멀미가 나다
458,3급,멋지다,형용사,경치가 멋지다
459,3급,멍,명사,멍이 들다
460,3급,메뉴판,명사,메뉴판을 찾다
461,3급,메모지,명사,메모지에 쓰다
462,3급,멜로디,명사,감미로운 멜로디
463,3급,면02,명사,벽의 면
464,3급,면적,명사,면적이 넓다
465,3급,면접,명사,면접 장소
466,3급,면허증,명사,면허증을 따다
467,3급,멸치,명사,멸치를 볶다
468,3급,명단,명사,합격자 명단
469,3급,명함,명사,명함을 교환하다
470,3급,몇몇02/몇몇01,관형사/수사,몇몇 사람
471,3급,모니터,명사,컴퓨터의 모니터
472,3급,모델,명사,최신 모델
473,3급,모래,명사,모래 장난
474,3급,모범,명사,모범이 되다
475,3급,모자01,명사,모자가 닮다
476,3급,모집,명사,학생 모집
477,3급,목02,명사,요일
478,3급,목록,명사,단어 목록
479,3급,목적지,명사,목적지에 도착하다
480,3급,목표,명사,목표를 세우다
481,3급,몰래,부사,몰래 도망가다
482,3급,몸무게,명사,몸무게를 재다
483,3급,몸살,명사,몸살이 나다
484,3급,몸짓,명사,우아한 몸짓
485,3급,묘사,명사,상황 묘사
486,3급,무늬,명사,나무의 무늬
487,3급,무대,명사,콘서트 무대
488,3급,무더위,명사,무더위가 꺾이다
489,3급,무덤,명사,무덤을 파다
490,3급,무서워하다,동사,물을 무서워하다
491,3급,무역,명사,무역 회사
492,3급,무용03,명사,고전 무용
493,3급,무조건02/무조건01,부사/명사,무조건 화를 내다
494,3급,묵다02,동사,호텔에서 묵다
495,3급,묶다,동사,머리를 묶다
496,3급,문구점,명사,가게
497,3급,문방구,명사,학교 앞 문방구학용품
498,3급,문법,명사,한국어 문법
499,3급,문병,명사,문병을 가다
500,3급,문의,명사,문의 전화
501,3급,문자,명사,문자 메시지
502,3급,문장01,명사,영어 문장
503,3급,문학,명사,문학 작품
504,3급,문화재,명사,문화재를 보호하다
505,3급,묻다01,동사,물이 묻다
506,3급,-물,접사,농산물
507,3급,물가01,명사,물가에서 놀다
508,3급,물가02,명사,물가가 비싸다
509,3급,물다01,동사,개가 물다
510,3급,물러나다,동사,뒤로 물러나다
511,3급,물러서다,동사,뒤로 물러서다
512,3급,물리다02,동사,개에 물리다
513,3급,물소리,명사,물소리가 나다
514,3급,물약,명사,물약을 마시다
515,3급,물음,명사,물음에 답하다
516,3급,뮤지컬,명사,뮤지컬 공연
517,3급,미국인00,명사,미국인을 만나다
518,3급,미끄럽다,형용사,길이 미끄럽다
519,3급,미루다,동사,숙제를 미루다
520,3급,미만,명사,19세 미만
521,3급,미성년자,명사,미성년자 관람불가
522,3급,미소,명사,미소를 짓다
523,3급,미술,명사,미술 작품
524,3급,미용사,명사,미용사 자격증
525,3급,미인,명사,미인 대회
526,3급,미장원,명사,미장원에서 파마하다
527,3급,미팅,명사,미팅 상대
528,3급,민속놀이,명사,전통 민속놀이
529,3급,밀리다01,동사,차가 밀리다
530,3급,밉다,형용사,하는 짓이 밉다
531,3급,및,부사,설계 및 시공
532,3급,밑줄,명사,밑줄을 긋다
533,3급,바01,의존명사,느낀 바
534,3급,바구니,명사,과일 바구니
535,3급,바늘,명사,실과 바늘
536,3급,바닷물,명사,바닷물이 출렁이다
537,3급,바둑,명사,바둑을 두다
538,3급,바보,명사,바보가 되다
539,3급,바위,명사,넓적한 바위
540,3급,바퀴01/바퀴02,명사/의존명사,자동차 바퀴
541,3급,바탕,명사,바탕을 이루다
542,3급,박02,의존명사,1박 2일
543,3급,박사,명사,박사 학위
544,3급,반납,명사,책 반납
545,3급,반달01,명사,반달이 뜨다
546,3급,반대말,명사,반대말을 찾다
547,3급,반대쪽,명사,반대쪽으로 가다
548,3급,반말,명사,반말과 높임말
549,3급,반면01,명사,반면에
550,3급,반복,명사,반복 연습
551,3급,반죽,명사,밀가루 반죽
552,3급,반창고,명사,반창고를 붙이다
553,3급,반팔,명사,반팔을 입다
554,3급,반하다01,동사,첫눈에 반하다
555,3급,발급,명사,카드 발급
556,3급,발달,명사,뇌의 발달
557,3급,발명,명사,발명 아이디어
558,3급,발목,명사,발목 부상
